OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
PTD-4 (LISA-T),2024-149DB,60565,PAY,+,US,2024-08-16,AFWTR,,94.77,97.70,509,506,,,EA,ORB
ION SCV-012,2024-149DK,60573,PAY,+,IT,2024-08-16,AFWTR,,96.33,97.68,584,582,,,EA,ORB
GNOMES-5,2024-149DL,60574,PAY,+,US,2024-08-16,AFWTR,,95.96,97.69,570,560,,,EA,ORB
HAWK-10C,2024-149DM,60575,PAY,+,US,2024-08-16,AFWTR,,96.24,97.68,579,577,,,EA,ORB
LEMUR-2-AHMED-ASRAR,2024-149DN,60576,PAY,+,US,2024-08-16,AFWTR,,95.28,97.70,534,531,,,EA,ORB
LEMUR-2-LLOYD,2024-149DP,60577,PAY,+,US,2024-08-16,AFWTR,,95.49,97.68,545,540,,,EA,ORB
LEMUR-2-SQUIRRELCOMM,2024-149DQ,60578,PAY,+,US,2024-08-16,AFWTR,,95.59,97.67,550,544,,,EA,ORB
LEMUR-2-SIERRINI,2024-149DR,60579,PAY,+,US,2024-08-16,AFWTR,,95.39,97.68,541,533,,,EA,ORB
SEDNA-1,2024-149DS,60580,PAY,+,US,2024-08-16,AFWTR,,95.61,97.66,554,542,,,EA,ORB
STARLINK-31844,2024-150A,60583,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-32204,2024-150B,60584,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32130,2024-150C,60585,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-32173,2024-150D,60586,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-31911,2024-150E,60587,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-31994,2024-150F,60588,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-32169,2024-150G,60589,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32209,2024-150H,60590,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32170,2024-150J,60591,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-31497,2024-150K,60592,PAY,+,US,2024-08-20,AFETR,,94.10,53.16,476,475,,,EA,ORB
STARLINK-32161,2024-150L,60593,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32210,2024-150M,60594,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-32202,2024-150N,60595,PAY,+,US,2024-08-20,AFETR,,94.10,53.16,476,474,,,EA,ORB
STARLINK-31930,2024-150P,60596,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32162,2024-150Q,60597,PAY,+,US,2024-08-20,AFETR,,94.10,53.16,476,474,,,EA,ORB
STARLINK-32208,2024-150R,60598,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-32165,2024-150S,60599,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-31923,2024-150T,60600,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-31988,2024-150U,60601,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-31983,2024-150V,60602,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-31874,2024-150W,60603,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32039,2024-150X,60604,PAY,+,US,2024-08-20,AFETR,,94.11,53.16,476,474,,,EA,ORB
ZHONGXING-4A,2024-151A,60606,PAY,+,PRC,2024-08-22,WSC,,1436.16,1.48,35792,35783,,,EA,ORB
STARLINK-11247 [DTC],2024-152A,60720,PAY,+,US,2024-08-28,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11259 [DTC],2024-152B,60721,PAY,+,US,2024-08-28,AFETR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11188 [DTC],2024-152C,60722,PAY,+,US,2024-08-28,AFETR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11272 [DTC],2024-152D,60723,PAY,+,US,2024-08-28,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11261 [DTC],2024-152E,60724,PAY,+,US,2024-08-28,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11263 [DTC],2024-152F,60725,PAY,+,US,2024-08-28,AFETR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11235 [DTC],2024-152G,60726,PAY,+,US,2024-08-28,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11080 [DTC],2024-152H,60727,PAY,+,US,2024-08-28,AFETR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11249 [DTC],2024-152J,60728,PAY,+,US,2024-08-28,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11146 [DTC],2024-152K,60729,PAY,+,US,2024-08-28,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11255 [DTC],2024-152L,60730,PAY,+,US,2024-08-28,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11254 [DTC],2024-152M,60731,PAY,+,US,2024-08-28,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11266 [DTC],2024-152N,60732,PAY,+,US,2024-08-28,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-32253,2024-152P,60733,PAY,+,US,2024-08-28,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32179,2024-152Q,60734,PAY,+,US,2024-08-28,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32289,2024-152T,60737,PAY,+,US,2024-08-28,AFETR,,94.10,53.16,476,475,,,EA,ORB
STARLINK-32304,2024-152U,60738,PAY,+,US,2024-08-28,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32235,2024-152V,60739,PAY,+,US,2024-08-28,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32315,2024-152W,60740,PAY,+,US,2024-08-28,AFETR,,94.11,53.16,476,474,,,EA,ORB
USA 399,2022-144K,60741,PAY,+,US,2022-11-01,AFETR,,1452.68,5.25,36123,36098,,NEA,EA,ORB
2024-153A,2024-153A,60745,PAY,+,PRC,2024-08-29,YSLA,,93.43,97.66,447,437,,,EA,ORB
2024-153B,2024-153B,60746,PAY,+,PRC,2024-08-29,YSLA,,94.01,97.67,478,464,,,EA,ORB
2024-153C,2024-153C,60747,PAY,+,PRC,2024-08-29,YSLA,,93.60,97.67,457,444,,,EA,ORB
2024-153D,2024-153D,60748,PAY,+,PRC,2024-08-29,YSLA,,94.36,97.67,490,485,,,EA,ORB
2024-153E,2024-153E,60749,PAY,+,PRC,2024-08-29,YSLA,,94.40,97.66,491,488,,,EA,ORB
2024-153F,2024-153F,60750,PAY,+,PRC,2024-08-29,YSLA,,94.47,97.66,498,488,,,EA,ORB
STARLINK-11242 [DTC],2024-154A,60903,PAY,+,US,2024-08-31,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11256 [DTC],2024-154B,60904,PAY,+,US,2024-08-31,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11159 [DTC],2024-154C,60905,PAY,+,US,2024-08-31,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11264 [DTC],2024-154D,60906,PAY,+,US,2024-08-31,AFETR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11226 [DTC],2024-154E,60907,PAY,+,US,2024-08-31,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11229 [DTC],2024-154F,60908,PAY,+,US,2024-08-31,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11265 [DTC],2024-154G,60909,PAY,+,US,2024-08-31,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11250 [DTC],2024-154H,60910,PAY,+,US,2024-08-31,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11190 [DTC],2024-154J,60911,PAY,+,US,2024-08-31,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11225 [DTC],2024-154K,60912,PAY,+,US,2024-08-31,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11273 [DTC],2024-154L,60913,PAY,+,US,2024-08-31,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11271 [DTC],2024-154N,60915,PAY,+,US,2024-08-31,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-32371,2024-154P,60916,PAY,+,US,2024-08-31,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32369,2024-154Q,60917,PAY,+,US,2024-08-31,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32317,2024-154R,60918,PAY,+,US,2024-08-31,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32367,2024-154S,60919,PAY,+,US,2024-08-31,AFETR,,94.10,53.16,475,474,,,EA,ORB
STARLINK-32345,2024-154T,60920,PAY,+,US,2024-08-31,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32356,2024-154U,60921,PAY,+,US,2024-08-31,AFETR,,94.10,53.16,477,473,,,EA,ORB
STARLINK-32274,2024-154V,60922,PAY,+,US,2024-08-31,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32373,2024-154W,60923,PAY,+,US,2024-08-31,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-11239 [DTC],2024-155A,60924,PAY,+,US,2024-08-31,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11245 [DTC],2024-155B,60925,PAY,+,US,2024-08-31,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11244 [DTC],2024-155C,60926,PAY,+,US,2024-08-31,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11243 [DTC],2024-155D,60927,PAY,+,US,2024-08-31,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11238 [DTC],2024-155E,60928,PAY,+,US,2024-08-31,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11240 [DTC],2024-155F,60929,PAY,+,US,2024-08-31,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11251 [DTC],2024-155G,60930,PAY,+,US,2024-08-31,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11204 [DTC],2024-155H,60931,PAY,+,US,2024-08-31,AFWTR,,91.74,53.16,360,358,,,EA,ORB
STARLINK-11246 [DTC],2024-155J,60932,PAY,+,US,2024-08-31,AFWTR,,91.74,53.16,361,357,,,EA,ORB
STARLINK-11207 [DTC],2024-155K,60933,PAY,+,US,2024-08-31,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11237 [DTC],2024-155L,60934,PAY,+,US,2024-08-31,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11253 [DTC],2024-155M,60935,PAY,+,US,2024-08-31,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11241 [DTC],2024-155N,60936,PAY,+,US,2024-08-31,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-32259,2024-155P,60937,PAY,+,US,2024-08-31,AFWTR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32262,2024-155Q,60938,PAY,P,US,2024-08-31,AFWTR,,91.85,53.15,370,361,,,EA,ORB
STARLINK-32258,2024-155R,60939,PAY,+,US,2024-08-31,AFWTR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32251,2024-155S,60940,PAY,+,US,2024-08-31,AFWTR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32224,2024-155T,60941,PAY,+,US,2024-08-31,AFWTR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-32184,2024-155U,60942,PAY,+,US,2024-08-31,AFWTR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32288,2024-155V,60943,PAY,+,US,2024-08-31,AFWTR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32276,2024-155W,60944,PAY,+,US,2024-08-31,AFWTR,,94.11,53.16,476,474,,,EA,ORB
YAOGAN-43 02A,2024-156A,60945,PAY,+,PRC,2024-09-03,XICLF,,93.22,35.00,434,431,,,EA,ORB
YAOGAN-43 02B,2024-156B,60946,PAY,+,PRC,2024-09-03,XICLF,,94.55,34.99,502,492,,,EA,ORB
YAOGAN-43 02C,2024-156C,60947,PAY,+,PRC,2024-09-03,XICLF,,94.54,35.00,499,494,,,EA,ORB
YAOGAN-43 02D,2024-156D,60948,PAY,+,PRC,2024-09-03,XICLF,,94.54,34.99,498,494,,,EA,ORB
YAOGAN-43 02E,2024-156E,60949,PAY,+,PRC,2024-09-03,XICLF,,94.54,35.00,498,494,,,EA,ORB
YAOGAN-43 02F,2024-156F,60950,PAY,+,PRC,2024-09-03,XICLF,,94.55,34.99,497,497,,,EA,ORB
SENTINEL-2C,2024-157A,60989,PAY,+,ESA,2024-09-05,FRGUI,,100.64,98.56,790,788,,,EA,ORB
STARLINK-11289 [DTC],2024-158B,60991,PAY,+,US,2024-09-05,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11282 [DTC],2024-158C,60992,PAY,+,US,2024-09-05,AFETR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11283 [DTC],2024-158D,60993,PAY,+,US,2024-09-05,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11267 [DTC],2024-158E,60994,PAY,+,US,2024-09-05,AFETR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11269 [DTC],2024-158F,60995,PAY,+,US,2024-09-05,AFETR,,91.74,53.16,360,358,,,EA,ORB
STARLINK-11281 [DTC],2024-158G,60996,PAY,+,US,2024-09-05,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11260 [DTC],2024-158H,60997,PAY,+,US,2024-09-05,AFETR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11287 [DTC],2024-158J,60998,PAY,+,US,2024-09-05,AFETR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11270 [DTC],2024-158K,60999,PAY,+,US,2024-09-05,AFETR,,91.74,53.16,361,358,,,EA,ORB
STARLINK-11290 [DTC],2024-158L,61000,PAY,+,US,2024-09-05,AFETR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11274 [DTC],2024-158M,61001,PAY,+,US,2024-09-05,AFETR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11288 [DTC],2024-158N,61002,PAY,+,US,2024-09-05,AFETR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-32279,2024-158P,61003,PAY,+,US,2024-09-05,AFETR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-32336,2024-158Q,61004,PAY,+,US,2024-09-05,AFETR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-32284,2024-158R,61005,PAY,+,US,2024-09-05,AFETR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-32282,2024-158S,61006,PAY,+,US,2024-09-05,AFETR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-32360,2024-158T,61007,PAY,+,US,2024-09-05,AFETR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-32340,2024-158U,61008,PAY,+,US,2024-09-05,AFETR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32347,2024-158W,61010,PAY,+,US,2024-09-05,AFETR,,94.11,53.16,476,474,,,EA,ORB
GEESAT-3 01,2024-159A,61011,PAY,+,PRC,2024-09-05,TAISC,,97.03,50.00,619,615,,,EA,ORB
GEESAT-3 02,2024-159B,61012,PAY,+,PRC,2024-09-05,TAISC,,97.03,50.00,630,603,,,EA,ORB
GEESAT-3 03,2024-159C,61013,PAY,+,PRC,2024-09-05,TAISC,,97.04,50.00,621,613,,,EA,ORB
GEESAT-3 04,2024-159D,61014,PAY,+,PRC,2024-09-05,TAISC,,97.10,50.00,622,618,,,EA,ORB
GEESAT-3 05,2024-159E,61015,PAY,+,PRC,2024-09-05,TAISC,,97.03,50.00,626,608,,,EA,ORB
GEESAT-3 06,2024-159F,61016,PAY,+,PRC,2024-09-05,TAISC,,97.03,50.00,628,605,,,EA,ORB
GEESAT-3 07,2024-159G,61017,PAY,+,PRC,2024-09-05,TAISC,,97.03,50.00,625,609,,,EA,ORB
GEESAT-3 08,2024-159H,61018,PAY,+,PRC,2024-09-05,TAISC,,97.04,50.01,636,597,,,EA,ORB
GEESAT-3 09,2024-159J,61019,PAY,+,PRC,2024-09-05,TAISC,,97.03,50.00,632,601,,,EA,ORB
GEESAT-3 10,2024-159K,61020,PAY,+,PRC,2024-09-05,TAISC,,97.03,50.00,619,614,,,EA,ORB
USA 400,2024-160A,61021,PAY,+,US,2024-09-06,AFWTR,,96.21,70.02,579,575,,NEA,EA,ORB
USA 401,2024-160B,61022,PAY,+,US,2024-09-06,AFWTR,,96.21,70.00,579,575,,NEA,EA,ORB
USA 402,2024-160C,61023,PAY,+,US,2024-09-06,AFWTR,,96.21,70.00,579,575,,NEA,EA,ORB
USA 403,2024-160D,61024,PAY,+,US,2024-09-06,AFWTR,,96.21,70.02,579,575,,NEA,EA,ORB
USA 404,2024-160E,61025,PAY,+,US,2024-09-06,AFWTR,,93.19,69.99,434,428,,NEA,EA,ORB
USA 405,2024-160F,61026,PAY,+,US,2024-09-06,AFWTR,,96.21,70.01,579,575,,NEA,EA,ORB
USA 406,2024-160G,61027,PAY,+,US,2024-09-06,AFWTR,,96.21,70.02,579,575,,NEA,EA,ORB
USA 407,2024-160H,61028,PAY,+,US,2024-09-06,AFWTR,,90.57,69.94,319,286,,NEA,EA,ORB
USA 408,2024-160J,61029,PAY,+,US,2024-09-06,AFWTR,,96.21,70.02,579,575,,NEA,EA,ORB
USA 409,2024-160K,61030,PAY,+,US,2024-09-06,AFWTR,,96.21,70.00,579,575,,NEA,EA,ORB
USA 410,2024-160L,61031,PAY,+,US,2024-09-06,AFWTR,,96.21,70.02,579,575,,NEA,EA,ORB
USA 411,2024-160M,61032,PAY,+,US,2024-09-06,AFWTR,,96.21,70.00,579,575,,NEA,EA,ORB
USA 412,2024-160N,61033,PAY,+,US,2024-09-06,AFWTR,,96.21,70.00,579,575,,NEA,EA,ORB
USA 413,2024-160P,61034,PAY,+,US,2024-09-06,AFWTR,,96.21,70.02,579,575,,NEA,EA,ORB
USA 414,2024-160Q,61035,PAY,+,US,2024-09-06,AFWTR,,96.21,70.02,579,575,,NEA,EA,ORB
USA 415,2024-160R,61036,PAY,+,US,2024-09-06,AFWTR,,96.21,70.02,579,575,,NEA,EA,ORB
USA 416,2024-160S,61037,PAY,+,US,2024-09-06,AFWTR,,96.21,70.02,579,575,,NEA,EA,ORB
USA 417,2024-160T,61038,PAY,+,US,2024-09-06,AFWTR,,95.72,70.00,556,551,,NEA,EA,ORB
USA 418,2024-160U,61039,PAY,+,US,2024-09-06,AFWTR,,96.21,70.00,579,575,,NEA,EA,ORB
USA 419,2024-160V,61040,PAY,+,US,2024-09-06,AFWTR,,96.21,70.02,579,575,,NEA,EA,ORB
USA 420,2024-160W,61041,PAY,+,US,2024-09-06,AFWTR,,96.21,70.02,579,575,,NEA,EA,ORB
SPACEMOBILE-003,2024-163A,61045,PAY,+,US,2024-09-12,AFETR,,94.68,52.98,505,500,,,EA,ORB
SPACEMOBILE-005,2024-163B,61046,PAY,+,US,2024-09-12,AFETR,,94.67,52.98,508,497,,,EA,ORB
SPACEMOBILE-001,2024-163C,61047,PAY,+,US,2024-09-12,AFETR,,94.68,52.97,507,498,,,EA,ORB
SPACEMOBILE-002,2024-163D,61048,PAY,+,US,2024-09-12,AFETR,,94.68,52.97,507,499,,,EA,ORB
SPACEMOBILE-004,2024-163E,61049,PAY,+,US,2024-09-12,AFETR,,94.68,52.97,508,498,,,EA,ORB
STARLINK-11286 [DTC],2024-164A,61050,PAY,+,US,2024-09-13,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11252 [DTC],2024-164B,61051,PAY,+,US,2024-09-13,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11230 [DTC],2024-164D,61053,PAY,+,US,2024-09-13,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11294 [DTC],2024-164E,61054,PAY,+,US,2024-09-13,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11268 [DTC],2024-164F,61055,PAY,+,US,2024-09-13,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11156 [DTC],2024-164G,61056,PAY,P,US,2024-09-13,AFWTR,,91.79,53.16,363,361,,,EA,ORB
STARLINK-11231 [DTC],2024-164H,61057,PAY,+,US,2024-09-13,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11299 [DTC],2024-164J,61058,PAY,+,US,2024-09-13,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11154 [DTC],2024-164K,61059,PAY,+,US,2024-09-13,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11297 [DTC],2024-164L,61060,PAY,+,US,2024-09-13,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11233 [DTC],2024-164M,61061,PAY,+,US,2024-09-13,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11236 [DTC],2024-164N,61062,PAY,+,US,2024-09-13,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-32350,2024-164P,61063,PAY,+,US,2024-09-13,AFWTR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32378,2024-164Q,61064,PAY,+,US,2024-09-13,AFWTR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-32321,2024-164R,61065,PAY,+,US,2024-09-13,AFWTR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32381,2024-164S,61066,PAY,+,US,2024-09-13,AFWTR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32385,2024-164U,61068,PAY,+,US,2024-09-13,AFWTR,,94.10,53.16,475,475,,,EA,ORB
STARLINK-32380,2024-164V,61069,PAY,+,US,2024-09-13,AFWTR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-32375,2024-164W,61070,PAY,+,US,2024-09-13,AFWTR,,94.11,53.16,476,474,,,EA,ORB
CHAMRAN-1,2024-165B,61072,PAY,+,IRAN,2024-09-14,SMTS,,95.33,64.08,568,501,,,EA,ORB
2024-166B,2024-166B,61180,PAY,+,CIS,2024-09-17,PLMSC,,91.40,96.69,347,340,,,EA,ORB
GSAT0232 (GALILEO 32),2024-167A,61182,PAY,+,ESA,2024-09-17,AFETR,,844.70,55.21,23235,23209,,,EA,ORB
GSAT0226 (GALILEO 31),2024-167B,61183,PAY,+,ESA,2024-09-17,AFETR,,844.70,55.20,23227,23217,,,EA,ORB
BEIDOU-3 M25,2024-168B,61186,PAY,+,PRC,2024-09-19,XICLF,,773.24,54.53,21538,21518,,,EA,ORB
BEIDOU-3 M27,2024-168C,61187,PAY,+,PRC,2024-09-19,XICLF,,773.24,54.53,21536,21520,,,EA,ORB
JILIN-01 KUANFU 02B 1,2024-169A,61189,PAY,+,PRC,2024-09-20,TAISC,,95.39,97.56,542,533,,,EA,ORB
JILIN-01 KUANFU 02B 2,2024-169B,61190,PAY,+,PRC,2024-09-20,TAISC,,95.39,97.56,545,530,,,EA,ORB
JILIN-01 KUANFU 02B 3,2024-169C,61191,PAY,+,PRC,2024-09-20,TAISC,,95.39,97.55,550,525,,,EA,ORB
JILIN-01 KUANFU 02B 4,2024-169D,61192,PAY,+,PRC,2024-09-20,TAISC,,95.39,97.55,545,530,,,EA,ORB
JILIN-01 KUANFU 02B 5,2024-169E,61193,PAY,+,PRC,2024-09-20,TAISC,,95.39,97.56,546,528,,,EA,ORB
JILIN-01 KUANFU 02B 6,2024-169F,61194,PAY,+,PRC,2024-09-20,TAISC,,95.39,97.55,548,526,,,EA,ORB
TIANQI-29,2024-170A,61195,PAY,+,PRC,2024-09-20,XICLF,,102.92,44.86,900,893,,,EA,ORB
TIANQI-30,2024-170B,61196,PAY,+,PRC,2024-09-20,XICLF,,102.92,44.86,902,892,,,EA,ORB
TIANQI-31,2024-170C,61197,PAY,+,PRC,2024-09-20,XICLF,,102.92,44.86,902,892,,,EA,ORB
TIANQI-32,2024-170D,61198,PAY,+,PRC,2024-09-20,XICLF,,102.92,44.86,901,892,,,EA,ORB
STARLINK-11209 [DTC],2024-171A,61200,PAY,+,US,2024-09-20,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11257 [DTC],2024-171B,61201,PAY,+,US,2024-09-20,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11309 [DTC],2024-171C,61202,PAY,+,US,2024-09-20,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11292 [DTC],2024-171D,61203,PAY,+,US,2024-09-20,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11302 [DTC],2024-171E,61204,PAY,+,US,2024-09-20,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11277 [DTC],2024-171F,61205,PAY,+,US,2024-09-20,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11279 [DTC],2024-171G,61206,PAY,+,US,2024-09-20,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11091 [DTC],2024-171H,61207,PAY,+,US,2024-09-20,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11291 [DTC],2024-171J,61208,PAY,+,US,2024-09-20,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11304 [DTC],2024-171K,61209,PAY,+,US,2024-09-20,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11307 [DTC],2024-171L,61210,PAY,+,US,2024-09-20,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11298 [DTC],2024-171M,61211,PAY,+,US,2024-09-20,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11310 [DTC],2024-171N,61212,PAY,+,US,2024-09-20,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-32386,2024-171P,61213,PAY,+,US,2024-09-20,AFWTR,,94.11,53.16,476,475,,,EA,ORB
STARLINK-32392,2024-171Q,61214,PAY,+,US,2024-09-20,AFWTR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32436,2024-171R,61215,PAY,+,US,2024-09-20,AFWTR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32425,2024-171S,61216,PAY,+,US,2024-09-20,AFWTR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32342,2024-171T,61217,PAY,+,US,2024-09-20,AFWTR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32423,2024-171U,61218,PAY,+,US,2024-09-20,AFWTR,,94.11,53.16,476,474,,,EA,ORB
STARLINK-32248,2024-171V,61219,PAY,+,US,2024-09-20,AFWTR,,94.11,53.16,476,474,,,EA,ORB
KINEIS-3C,2024-172A,61220,PAY,+,FR,2024-09-20,RLLB,,97.80,98.03,655,652,,,EA,ORB
KINEIS-3D,2024-172B,61221,PAY,+,FR,2024-09-20,RLLB,,97.80,98.03,655,653,,,EA,ORB
KINEIS-3E,2024-172C,61222,PAY,+,FR,2024-09-20,RLLB,,97.80,98.03,654,653,,,EA,ORB
